id,name,summary,difficulty,stars,star_votes,location,url,length,ascent,descent,high,low,longitude,latitude,cond_status,cond_details,cond_date,index
7011821,Bluebird Trail #83,A steep forested trail that leads you to two beautiful lakes.,blueBlack,5.0,4,"Eureka, Montana",https://www.hikingproject.com/data/,2.0,1071,0,6804,5733,-114.9008,48.943999999999996,Unknown,,1970-01-01 00:00:00,1398948.0
7053393,Whitefish Trail-Lupfer Loop,The Whitefish Trail at Lupfer,greenBlue,5.0,2,"Whitefish, Montana",https://www.hikingproject.com/data/,3.5,353,-355,3327,3140,-114.4868,48.4786,Unknown,,1970-01-01 00:00:00,1398960.0
7012241,Wolverine Lakes Trail #84,"A beautiful, forested trail that leads to area lakes with good fishing.",blue,5.0,1,"Eureka, Montana",https://www.hikingproject.com/data/,3.3,1564,-9,7200,5645,-114.8819,48.9701,Unknown,,1970-01-01 00:00:00,1398967.0
7060106,Great Divide Trail - Section C (Kananaskis Lakes to Field),"Canadian Rockies at their best, wild and beautiful, along the Continental Divide.",black,5.0,1,"Canmore, Alberta",https://www.hikingproject.com/data/,132.9,23955,-25483,7896,3881,-115.1127,50.617,Unknown,,1970-01-01 00:00:00,1398968.0
7037922,Razor's Edge,"A unique, sometimes scary and hairy descent on dirt singletrack and a sharp, bare limestone face.",dblack,5.0,1,"Canmore, Alberta",https://www.hikingproject.com/data/,3.3,466,-1502,5596,4409,-115.0902,51.0428,Unknown,,1970-01-01 00:00:00,1398971.0
7060098,Great Divide Trail - Section B (Coleman to Kananaskis Lakes),"Canadian Rockies at their best, wild and beautiful, along the Continental Divide.",black,5.0,1,"Sparwood, British Columbia",https://www.hikingproject.com/data/,126.4,21208,-19975,8165,4366,-114.4936,49.6363,Unknown,,1970-01-01 00:00:00,1398978.0
7053650,Heart Mountain Loop,"A beautiful loop that first climbs a steep ridge to the summit and a long, gentle ridge to a steep trail.",blueBlack,5.0,1,"Canmore, Alberta",https://www.hikingproject.com/data/,4.6,2724,-2811,6928,4348,-115.1552,51.05,Unknown,,1970-01-01 00:00:00,1398979.0
7080393,Wam Lookout Trail #339A,Needs Summary,blue,5.0,1,"Eureka, Montana",https://www.hikingproject.com/data/,0.3,92,-214,7162,6948,-114.8114,48.9531,Unknown,,1970-01-01 00:00:00,1398991.0
7062908,Great Divide Trail - Coral Pass Alternate Route,"GDT Alternate Route from the forests over a high, open alpine pass. Awesome views!",black,5.0,1,"Elkford, British Columbia",https://www.hikingproject.com/data/,20.2,3602,-3470,8177,5323,-114.9408,50.4455,Unknown,,1970-01-01 00:00:00,1398994.0
7062910,Great Divide Trail - Northover Ridge Alternate Route,"GDT Alternate Route that passes lakes, creeks, and meadows before climbing to run along the Continental Divide. Views!",black,5.0,1,"Canmore, Alberta",https://www.hikingproject.com/data/,20.6,5333,-5242,9064,5537,-115.119,50.6167,Unknown,,1970-01-01 00:00:00,1398996.0
7062911,Great Divide Trail - South Kananaskis Pass Alternate Route,GDT Alternate Route that climbs from forests to the high alpine Continental Divide and back down again. Views!,black,5.0,1,"Canmore, Alberta",https://www.hikingproject.com/data/,7.8,2165,-2387,7469,5614,-115.2324,50.6345,Unknown,,1970-01-01 00:00:00,1398998.0
7084836,Ptarmigan Cirque Interpretive Loop,"A short, steep climb through the forest leading to a breathtaking mountain cirque, complete with waterfalls.",blue,5.0,1,"Black Diamond, Alberta",https://www.hikingproject.com/data/,1.9,884,-474,8133,7251,-114.9889,50.5974,All Clear,Dry,2019-07-30 22:15:58,1399004.0
7012388,Highline Trail #339,A trail that takes you through the heart of the Ten Lakes Scenic Area.,blueBlack,4.7,3,"Eureka, Montana",https://www.hikingproject.com/data/,14.5,3517,-2674,7570,6182,-114.8023,48.9501,Unknown,,1970-01-01 00:00:00,1399011.0
7037929,Prairie View Trail,A fun trail with a bit of scrambling at the top. Great views make it worth it.,blue,4.5,2,"Canmore, Alberta",https://www.hikingproject.com/data/,4.6,1645,-870,6054,4522,-115.0384,51.0324,Unknown,,1970-01-01 00:00:00,1399020.0
7036429,Northover Ridge Trail,The Northover Ridge loop is a beautiful trail that will take you along a high alpine ridge and past three mountain lakes,dblack,4.5,2,"Canmore, Alberta",https://www.hikingproject.com/data/,17.2,4293,-4177,9041,5696,-115.1834,50.6149,Unknown,,1970-01-01 00:00:00,1399021.0
7053407,Lupfer Overlook Spur,Needs Summary,greenBlue,4.3,3,"Whitefish, Montana",https://www.hikingproject.com/data/,0.7,170,-74,3413,3243,-114.4874,48.4727,Unknown,,1970-01-01 00:00:00,1399036.0
7032468,CC Divide Trail,A long-distance ridgeline trail on backcountry singletrack.,blueBlack,4.0,1,"Wallace, Idaho",https://www.hikingproject.com/data/,59.2,9132,-10579,6722,4851,-115.76100000000001,47.5554,Unknown,,1970-01-01 00:00:00,1399064.0
7035260,Clark Fork River Trail,A great singletrack hike along the Clark Fork River.,blue,4.0,1,"Superior, Montana",https://www.hikingproject.com/data/,10.8,723,-602,2817,2560,-114.8914,47.3222,Unknown,,1970-01-01 00:00:00,1399066.0
7037109,Whitefish Trail: West Spencer Loop,The most technical and physical loop of the Whitefish Trail.,greenBlue,4.0,1,"Whitefish, Montana",https://www.hikingproject.com/data/,4.6,788,-668,3627,3103,-114.4256,48.3951,Unknown,,1970-01-01 00:00:00,1399074.0
7046941,Boundary Ridge,Singletrack along Boundary Ridge that completes the southern loops.,greenBlue,4.0,1,"Calgary, Alberta",https://www.hikingproject.com/data/,3.4,440,-611,5204,4662,-114.6741,50.9212,Unknown,,1970-01-01 00:00:00,1399080.0
7037195,Meadow Creek Trail,"A fun, moderately steep trail that connects to the Ashley Divide.",blue,4.0,1,"Evergreen, Montana",https://www.hikingproject.com/data/,4.5,90,-1957,6201,4285,-114.7099,48.28,Unknown,,1970-01-01 00:00:00,1399081.0
7045067,Sugar Daddy,Sugar Mama's mirror.,blue,4.0,1,"Cochrane, Alberta",https://www.hikingproject.com/data/,2.5,827,-83,5369,4625,-114.6685,50.9104,Unknown,,1970-01-01 00:00:00,1399082.0
7012242,Clarence Ness Trail #82,A mellow trail through the forest.,greenBlue,4.0,1,"Eureka, Montana",https://www.hikingproject.com/data/,2.4,110,-198,5704,5544,-114.9008,48.9441,Unknown,,1970-01-01 00:00:00,1399088.0
7084823,Rawson Lake,"Short hike that starts with a steep climb, leveling out as it approaches the lake nestled between mountain ridges.",blueBlack,4.0,1,"Canmore, Alberta",https://www.hikingproject.com/data/,1.7,967,-14,6578,5615,-115.1334,50.6071,Unknown,,1970-01-01 00:00:00,1399090.0
7045068,Snagmore,A superior singletrack substitute for the boring old Iron Springs Trail.,blue,4.0,1,"Calgary, Alberta",https://www.hikingproject.com/data/,3.1,548,-272,5018,4543,-114.6793,50.9081,Unknown,,1970-01-01 00:00:00,1399093.0
7062906,Great Divide Trail - Dutch Creek Rd to Tornado Saddle Alternate Route,GDT Alternate Route to Tornado Saddle just below the GDT main route for about a 3 mile stretch.,black,4.0,1,"Elkford, British Columbia",https://www.hikingproject.com/data/,3.3,1617,-305,7400,6088,-114.6678,49.9204,Unknown,,1970-01-01 00:00:00,1399097.0
7085755,Kananaskis Fire Tower Lookout Trail,A hike through the forest ending with a 360-degree view and a view over both Upper and Lower Kananaskis Lakes.,green,4.0,1,"Black Diamond, Alberta",https://www.hikingproject.com/data/,2.9,932,-101,6917,6070,-115.0659,50.6433,All Clear,Mostly Dry,2019-08-30 12:34:40,1399100.0
7062909,Great Divide Trail - Elkan Creek Alternate Route,GDT Alternate Route through the forest along Elkan Creek.,blueBlack,4.0,1,"Elkford, British Columbia",https://www.hikingproject.com/data/,2.5,595,-17,6219,5640,-115.0732,50.5513,Unknown,,1970-01-01 00:00:00,1399107.0
7062905,Great Divide Trail - Iron Ridge Alternate Route,GDT Alternate Route that climbs a low ridge for views.,blueBlack,4.0,1,"Sparwood, British Columbia",https://www.hikingproject.com/data/,2.0,765,-285,5215,4475,-114.527,49.6364,Unknown,,1970-01-01 00:00:00,1399108.0
7036431,Upper Kananaskis Lake Trail,An easy but beautiful hike around one of Kananaskis' premier lakes.,greenBlue,3.5,2,"Canmore, Alberta",https://www.hikingproject.com/data/,9.9,774,-785,5805,5589,-115.1406,50.6319,All Clear,Mostly Dry,2019-07-22 12:21:52,1399126.0
7029467,Olympian Rail Trail,So you've done the Hiawatha... continue your adventure down this side of the mountain.,green,3.5,2,"Wallace, Idaho",https://www.hikingproject.com/data/,32.1,377,-1865,4151,2662,-115.635,47.3967,Unknown,,1970-01-01 00:00:00,1399130.0
7037276,Ashley Mtn. Trail #310,The #310 offers access to Ashley Mountain/Divide and other feeder trails.,blue,3.5,2,"Whitefish, Montana",https://www.hikingproject.com/data/,5.7,1829,-78,6279,4469,-114.7123,48.3421,Minor Issues,"Snowy, Fallen Trees - We hiked this in the beginning of October and hit 6 to 8 inches of snow the last mile or so. Did this as a loop using a combo of trail and old road. very nice forest hike, especially in the snow but no ""summit"" really. The best views come from various places you can see out on the way up and down. Very peaceful. Zero other humans.",2019-10-02 19:29:30,1399132.0
7045191,Whitetail,This is a good alternative to climbing the first section of Braggin' Rights.,greenBlue,3.5,2,"Calgary, Alberta",https://www.hikingproject.com/data/,0.5,141,-56,4752,4632,-114.6936,50.949,Unknown,,1970-01-01 00:00:00,1399135.0
7037926,Quaite Valley Trail,"Quick, direct climb in order to access  Prairie View -  Jewell Pass Loop or Razor's Edge",black,3.0,1,"Canmore, Alberta",https://www.hikingproject.com/data/,3.2,1148,-193,5301,4331,-115.1326,51.0628,Unknown,,1970-01-01 00:00:00,1399140.0
7035373,Running Rain Lake Trail,"A hidden, easy route through forests and meadows that starts out with a tricky bit of route finding.",greenBlue,3.0,1,"Black Diamond, Alberta",https://www.hikingproject.com/data/,2.1,630,-34,6813,6203,-114.9249,50.5227,Unknown,,1970-01-01 00:00:00,1399149.0
7061070,West Wind Creek Trail,Trail along Wind Creek.,greenBlue,3.0,1,"Canmore, Alberta",https://www.hikingproject.com/data/,2.3,679,-283,5362,4683,-115.2563,51.0199,Unknown,,1970-01-01 00:00:00,1399151.0
7040123,Fourteen Mile Creek Trail,A steep route that descends to the Clark Fork Valley from Patrick's Knob.,black,3.0,1,"Plains, Montana",https://www.hikingproject.com/data/,4.7,198,-3610,6588,2994,-114.8551,47.3641,Unknown,,1970-01-01 00:00:00,1399153.0
7037285,Prairie Creek Trail,Rolling singletrack linking Powderface Trail [road] to Prairie Link Trail and Powderface trailhead.,blue,3.0,1,"Black Diamond, Alberta",https://www.hikingproject.com/data/,5.8,788,-200,5547,4951,-114.7921,50.8652,Unknown,,1970-01-01 00:00:00,1399157.0
7041637,Whitefish Trail: East Spencer Loop,A mix of old and new trail with some service road.,blue,3.0,1,"Whitefish, Montana",https://www.hikingproject.com/data/,3.6,1009,-663,3808,3090,-114.3895,48.3574,Unknown,,1970-01-01 00:00:00,1399163.0
7061069,Wind Ridge Trail,Needs Summary,black,3.0,1,"Canmore, Alberta",https://www.hikingproject.com/data/,1.5,1585,-79,6924,5345,-115.2673,51.0217,Unknown,,1970-01-01 00:00:00,1399176.0
7084826,The Former Town of Lille,"Fairly flat trail with river crossings, meadows, a waterfall, and a ghost town.",greenBlue,3.0,1,"Pincher Creek, Alberta",https://www.hikingproject.com/data/,2.4,193,-183,4850,4718,-114.3805,49.628,All Clear,Dry,2019-07-30 17:12:26,1399180.0
7062885,Great Divide Trail - Blairmore Alternate Route,GDT Alternate Route that is the fastest way to town from the south.,greenBlue,3.0,1,"Pincher Creek, Alberta",https://www.hikingproject.com/data/,10.0,343,-1726,5768,4239,-114.4971,49.547,Unknown,,1970-01-01 00:00:00,1399181.0
7045065,Disconnect,This trail cuts off Telephone Loop (East) to Long Distance.,greenBlue,3.0,1,"Cochrane, Alberta",https://www.hikingproject.com/data/,1.1,394,-84,5256,4931,-114.7056,50.9709,Unknown,,1970-01-01 00:00:00,1399187.0
7080345,McGregor Shoreline Trail #60,Needs Summary,blue,3.0,1,"Lakeside, Montana",https://www.hikingproject.com/data/,2.8,154,-150,4020,3926,-114.8991,48.0304,Minor Issues,Dry,2019-08-04 18:18:57,1399190.0
7035952,Merlin View,This trail is incredibly popular with mountain bikers - I wouldn't recommend hiking the southwestern half!,blue,2.5,2,"Cochrane, Alberta",https://www.hikingproject.com/data/,4.0,705,-704,5386,4806,-114.7255,50.958999999999996,Unknown,,1970-01-01 00:00:00,1399197.0
7035443,Ridgeback Trail,"A variety of singletrack, some views, and a bit of everything.",blue,2.0,1,"Cochrane, Alberta",https://www.hikingproject.com/data/,5.6,841,-1410,5317,4701,-114.7556,50.9259,Unknown,,1970-01-01 00:00:00,1399207.0
7062907,Great Divide Trail - Lost Creek Alternate Route,GDT Alternate Route through forest across Lost Creek,blueBlack,2.0,1,"Elkford, British Columbia",https://www.hikingproject.com/data/,0.5,47,-182,6248,6066,-114.6786,50.2093,Unknown,,1970-01-01 00:00:00,1399210.0
7045189,Tom Snow (North),A muddy old trail through the backcountry.,greenBlue,2.0,1,"Calgary, Alberta",https://www.hikingproject.com/data/,14.6,976,-1245,5196,4623,-114.7455,50.9303,Unknown,,1970-01-01 00:00:00,1399211.0
7080014,Big Therriault Lake Loop Trail #86,Needs Summary,blue,2.0,1,"Eureka, Montana",https://www.hikingproject.com/data/,1.6,166,-166,5716,5572,-114.8788,48.9361,Unknown,,1970-01-01 00:00:00,1399212.0
7035599,Long Distance Trail,A Long Distance ridge hike connects across to the Telephone Loop.,blue,2.0,1,"Cochrane, Alberta",https://www.hikingproject.com/data/,5.4,1053,-1071,5362,4714,-114.7072,50.9896,Unknown,,1970-01-01 00:00:00,1399214.0
7045190,Tom Snow (South),A traditional multi-use trail that provides various options in combination with the all-season Ridgeback trail.,greenBlue,2.0,1,"Calgary, Alberta",https://www.hikingproject.com/data/,3.9,699,-237,5215,4700,-114.706,50.8949,Unknown,,1970-01-01 00:00:00,1399216.0
7045072,Demi-Tel,An old exploration road—not inspiring but a useful connector.,greenBlue,2.0,1,"Cochrane, Alberta",https://www.hikingproject.com/data/,1.1,271,-73,5265,5028,-114.7034,50.9583,Unknown,,1970-01-01 00:00:00,1399217.0
7080305,Stahl Peak Trail #81,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,4.7,2187,-614,7326,5207,-114.8248,48.9289,All Clear,"Mostly Dry, Fallen Trees",2019-08-23 18:35:25,1399228.0
7080259,Therriault Pass Trail #87,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,1.3,1,-1535,6375,4840,-114.8748,48.9163,Unknown,,1970-01-01 00:00:00,1399233.0
7061142,Centennial Ridge Trail,Needs Summary,blueBlack,0.0,0,"Canmore, Alberta",https://www.hikingproject.com/data/,11.6,4893,-4528,9154,4618,-115.2476,51.0265,Unknown,,1970-01-01 00:00:00,1399237.0
7080196,Whitefish Divide Trail #26,Needs Summary,black,0.0,0,"Trailcreek, Montana",https://www.hikingproject.com/data/,7.2,2040,-1981,7376,6670,-114.7039,48.9077,Unknown,,1970-01-01 00:00:00,1399240.0
7079918,Krinklehorn Trail #358,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,10.2,3650,-3913,7365,4040,-114.8449,48.809,Unknown,,1970-01-01 00:00:00,1399248.0
7079915,Elk Mountain Trail #252,Needs Summary,blueBlack,0.0,0,"Whitefish, Montana",https://www.hikingproject.com/data/,9.9,3133,-1550,6553,4957,-114.8651,48.3682,Unknown,,1970-01-01 00:00:00,1399249.0
7080358,Marston/Dickey Trail #361,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,6.7,374,-4227,7023,3170,-114.7909,48.7586,Unknown,,1970-01-01 00:00:00,1399252.0
7080189,Williams Creek Trail #73,Needs Summary,blue,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,8.9,234,-2838,6627,4023,-114.7838,48.818000000000005,Unknown,,1970-01-01 00:00:00,1399255.0
7080019,Beartrap Mountain Trail #273,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,3.6,1272,-941,5504,4833,-115.2516,48.8003,Unknown,,1970-01-01 00:00:00,1399256.0
7080080,Huntsberger Lake Trail #374,Needs Summary,blueBlack,0.0,0,"Trailcreek, Montana",https://www.hikingproject.com/data/,4.4,293,-1781,6958,5183,-114.6733,48.7943,Unknown,,1970-01-01 00:00:00,1399259.0
7080380,Moose Peak Trail #877,Needs Summary,black,0.0,0,"Thompson Falls, Montana",https://www.hikingproject.com/data/,2.7,2320,-16,5996,3692,-115.3161,47.8715,Unknown,,1970-01-01 00:00:00,1399261.0
7079906,Dodge Summit Trail #325,Needs Summary,blue,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,4.8,1673,-151,5548,4026,-115.4465,48.9327,Unknown,,1970-01-01 00:00:00,1399266.0
7080366,North Fork Deep Creek Trail #72,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,3.8,436,-1880,6496,4625,-114.7529,48.8194,Unknown,,1970-01-01 00:00:00,1399267.0
7080335,Swisher Lake Trail #470,Needs Summary,greenBlue,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,1.4,135,-153,2605,2496,-115.1326,48.9702,Unknown,,1970-01-01 00:00:00,1399268.0
7080090,Kenelty Caves Trail #859,Needs Summary,green,0.0,0,"Thompson Falls, Montana",https://www.hikingproject.com/data/,0.5,515,0,4311,3796,-115.3548,48.0492,Unknown,,1970-01-01 00:00:00,1399271.0
7080025,Deep Creek Trail #311,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,4.5,2291,-8,6795,4511,-114.7863,48.7893,Unknown,,1970-01-01 00:00:00,1399272.0
7080009,Blacktail Trail #92,Needs Summary,blueBlack,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,9.6,3725,-325,7222,3823,-115.0217,48.9934,Unknown,,1970-01-01 00:00:00,1399273.0
7080325,Warland Peak Lookout Trail #280,Needs Summary,black,0.0,0,"Libby, Montana",https://www.hikingproject.com/data/,1.8,727,-296,5917,5195,-115.1264,48.4817,Unknown,,1970-01-01 00:00:00,1399274.0
7079967,Ingalls - Mt Conner Trail #171,Needs Summary,blueBlack,0.0,0,"Whitefish, Montana",https://www.hikingproject.com/data/,10.5,2112,-3177,6157,4686,-114.8704,48.3207,Unknown,,1970-01-01 00:00:00,1399275.0
7080371,Ninko-Thompson Seton Trail #28,Needs Summary,black,0.0,0,"Trailcreek, Montana",https://www.hikingproject.com/data/,8.2,4055,-1870,7788,4596,-114.5985,48.8585,Unknown,,1970-01-01 00:00:00,1399279.0
7079975,Gibraltor Ridge Trail #335,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,10.0,4282,-1240,6986,3383,-114.8679,48.826,Unknown,,1970-01-01 00:00:00,1399280.0
7080027,Cat Creek Trail #333,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,3.4,2955,-9,6659,3713,-114.8103,48.8691,Unknown,,1970-01-01 00:00:00,1399283.0
7079894,Krinklehorn/Locke Trail #96,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,2.6,441,-815,7173,6488,-114.73200000000001,48.8094,Unknown,,1970-01-01 00:00:00,1399284.0
7080187,Patrick Ridge Trail #860,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,7.1,479,-3964,7070,3509,-114.7934,48.7549,Unknown,,1970-01-01 00:00:00,1399288.0
7080091,Blackfoot Divide (Pinkham) Trail #4N,Needs Summary,blue,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,11.0,2838,-1074,5976,4162,-115.1081,48.5824,Unknown,,1970-01-01 00:00:00,1399289.0
7080389,Weigel Creek Trail #127,Needs Summary,greenBlue,0.0,0,"Libby, Montana",https://www.hikingproject.com/data/,4.9,263,-932,5245,4572,-115.0216,48.4047,Unknown,,1970-01-01 00:00:00,1399295.0
7080329,Little Therriault Lake Loop Trail #85,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,1.0,84,-87,5599,5525,-114.8895,48.943000000000005,Unknown,,1970-01-01 00:00:00,1399300.0
7080265,Tony Peak Trail #467,Needs Summary,black,0.0,0,"Libby, Montana",https://www.hikingproject.com/data/,1.8,281,-1131,4746,3629,-115.3541,48.3479,Unknown,,1970-01-01 00:00:00,1399301.0
7080218,Peck Gulch Trail #575,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,1.2,949,-131,3723,2797,-115.3035,48.724,Unknown,,1970-01-01 00:00:00,1399307.0
7080205,Sanders Mtn. Trail #172,Needs Summary,greenBlue,0.0,0,"Evergreen, Montana",https://www.hikingproject.com/data/,9.1,1587,-648,5957,4902,-114.8287,48.2449,Unknown,,1970-01-01 00:00:00,1399318.0
7080048,Gateway Trail #551,Needs Summary,green,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,6.6,304,-361,2593,2479,-115.1382,48.9655,Unknown,,1970-01-01 00:00:00,1399319.0
7080032,Calx Mountain Trail #99,Needs Summary,black,0.0,0,"Libby, Montana",https://www.hikingproject.com/data/,4.1,109,-2447,6432,4094,-115.1347,48.2089,Unknown,,1970-01-01 00:00:00,1399320.0
7079933,Alexander Mountain Trail #270,Needs Summary,blueBlack,0.0,0,"Libby, Montana",https://www.hikingproject.com/data/,4.2,1980,-190,4707,2867,-115.3168,48.4447,Unknown,,1970-01-01 00:00:00,1399321.0
7080223,McGuire/Inch Trail #446,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,10.7,5068,-1370,6964,2681,-115.2862,48.7561,Unknown,,1970-01-01 00:00:00,1399331.0
7080199,Ziegler Mountain Trail #356,Needs Summary,black,0.0,0,"Libby, Montana",https://www.hikingproject.com/data/,1.6,1640,-14,5363,3737,-115.2775,48.56,Unknown,,1970-01-01 00:00:00,1399332.0
7080020,Thirsty Mountain Trail #436,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,9.5,746,-3736,6110,2681,-115.3604,48.818999999999996,Unknown,,1970-01-01 00:00:00,1399333.0
7079884,Flathead/Kootenai Divide Trail #172,Needs Summary,blue,0.0,0,"Whitefish, Montana",https://www.hikingproject.com/data/,6.2,1739,-944,6182,5048,-114.8739,48.3697,Unknown,,1970-01-01 00:00:00,1399334.0
7080403,Parsnip Mountain Trail #64,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,6.0,3233,-110,5782,2659,-115.3425,48.6649,Unknown,,1970-01-01 00:00:00,1399344.0
7080396,Otter Creek Trail #554,Needs Summary,black,0.0,0,"Trailcreek, Montana",https://www.hikingproject.com/data/,1.8,1706,0,6935,5229,-114.7221,48.9772,Unknown,,1970-01-01 00:00:00,1399345.0
7080028,Lost Soul Divide Trail #70,Needs Summary,black,0.0,0,"Libby, Montana",https://www.hikingproject.com/data/,11.3,1389,-4381,6108,2690,-115.4596,48.5606,Unknown,,1970-01-01 00:00:00,1399347.0
7080022,Rich Trail #78,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,4.8,1063,-1342,6242,4918,-114.8248,48.9289,Unknown,,1970-01-01 00:00:00,1399348.0
7079950,Gut Creek Trail #272,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,1.8,16,-1112,3934,2822,-115.1632,48.8173,Unknown,,1970-01-01 00:00:00,1399349.0
7079939,Clingback Trail #433,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,6.8,3489,-426,6332,3231,-115.2614,48.9406,Unknown,,1970-01-01 00:00:00,1399350.0
7012243,Spur to Bluebird Lake,,greenBlue,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,0.1,5,0,6844,6840,-114.9305,48.9448,Unknown,,1970-01-01 00:00:00,1399365.0
7080404,Parsnip Overlook Trail #571,Needs Summary,blue,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,0.7,127,-119,2782,2696,-115.3363,48.6785,Unknown,,1970-01-01 00:00:00,1399366.0
7080283,Spring Creek Trail #878,Needs Summary,greenBlue,0.0,0,"Thompson Falls, Montana",https://www.hikingproject.com/data/,3.8,1776,-4,5275,3501,-115.3419,47.8794,Unknown,,1970-01-01 00:00:00,1399367.0
7080215,Rainy Divide Loop/Canoe Gulch Trail #512,Needs Summary,black,0.0,0,"Libby, Montana",https://www.hikingproject.com/data/,4.1,65,-2708,4934,2291,-115.3805,48.3885,Unknown,,1970-01-01 00:00:00,1399368.0
7080113,East Branch Big Creek Trail #421,Needs Summary,green,0.0,0,"Libby, Montana",https://www.hikingproject.com/data/,6.7,23,-890,5309,4442,-115.3496,48.5944,Unknown,,1970-01-01 00:00:00,1399369.0
7080054,Barnum Creek Trail #24,Needs Summary,blueBlack,0.0,0,"Kalispell, Montana",https://www.hikingproject.com/data/,5.7,2293,-29,6662,4388,-115.0788,48.1164,Unknown,,1970-01-01 00:00:00,1399370.0
7080038,Cripple Horse Trail #281,Needs Summary,black,0.0,0,"Libby, Montana",https://www.hikingproject.com/data/,5.7,2817,-749,5833,3721,-115.2249,48.4589,Unknown,,1970-01-01 00:00:00,1399371.0
7080351,Martin Lake Trail #418,Needs Summary,green,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,0.6,43,-47,3385,3346,-114.8397,48.7427,Unknown,,1970-01-01 00:00:00,1399386.0
7080299,Lower Boulder Trail #556,Needs Summary,blue,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,2.6,1092,0,3755,2662,-115.2704,48.8334,Unknown,,1970-01-01 00:00:00,1399387.0
7080268,McGuire Creek Trail #90,Needs Summary,blue,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,7.9,3091,-56,5611,2576,-115.3066,48.6976,Unknown,,1970-01-01 00:00:00,1399388.0
7080167,Tenmile Trail #21,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,2.7,0,-1965,4601,2636,-115.164,48.6164,Unknown,,1970-01-01 00:00:00,1399389.0
7080059,Dunsire Pass Trail #258,Needs Summary,green,0.0,0,"Whitefish, Montana",https://www.hikingproject.com/data/,0.6,396,-14,5581,5199,-114.8333,48.4084,Unknown,,1970-01-01 00:00:00,1399390.0
7080024,Jennings Tote Trail #582,Needs Summary,black,0.0,0,"Libby, Montana",https://www.hikingproject.com/data/,1.8,146,-1521,3646,2206,-115.3369,48.353,Unknown,,1970-01-01 00:00:00,1399391.0
7080017,Beartrap Ponds Trail #276,Needs Summary,blue,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,1.4,408,-13,5380,4981,-115.2736,48.7926,Unknown,,1970-01-01 00:00:00,1399392.0
7079979,Laughing Water Trail #98,Needs Summary,black,0.0,0,"Eureka, Montana",https://www.hikingproject.com/data/,5.8,3842,-11,7218,3387,-114.8411,48.7578,Unknown,,1970-01-01 00:00:00,1399393.0
7055823,Rockwall,An icon of the Canadian Rockies and one of the best hikes anywhere.,black,5.0,1,"Banff, Alberta",https://www.hikingproject.com/data/,34.2,8254,-7935,7630,4324,-116.0547,51.0811,Unknown,,1970-01-01 00:00:00,1399423.0
7084155,Moose Mountain Loop,Loop trail past two scenic lakes and with stunning views in the Kaniksu National Forest.,blueBlack,4.0,1,"Ponderay, Idaho",https://www.hikingproject.com/data/,8.4,1844,-1846,6530,4915,-116.1331,48.3655,Unknown,,1970-01-01 00:00:00,1399436.0
7048356,Trail of the Coeur d'Alenes,A 72-mile paved trail spanning a large section of the Idaho panhandle from Plummer to Mullan with beautiful views.,green,5.0,1,"Plummer, Idaho",https://www.hikingproject.com/data/,74.8,1282,-743,3251,2123,-116.8898,47.3408,Unknown,,1970-01-01 00:00:00,1399479.0
